OPOName,OTCName,OTCServiceList,OPOProvider#,Address,City,State,ZIP,OPOTelephone#,OTCCode,Address,City,ZIP,OrganTransplantationCenterServiceTypeDescription,CommonRegionCode,CommonRegionName,CommonStateName,CommonStateAbbreviation,CommonStateFIPSCode,CommonStateCountyFIPSCode,CommonCountyName,CommonCityNamewithStateAbbreviation,CommonCongressionalDistrictName,CommonCongressNumberText,CommonStateFIPSCodeCongressionalDistrictNumber,CommonPostalCode,Longitude,Latitude,DataWarehouseRecordCreateDate,DataWarehouseRecordCreateDateText
Donor Network of Arizona,Mayo Clinic Hospital," Heart, Kidney, Liver, Pancreas, Vascularized Composite Allograft (VCA)",03P001,201 W Coolidge St,Phoenix,AZ,85013-2710,602-222-2200,AZMC,5777 E Mayo Blvd,Phoenix,85054,Kidney,9,Region 9,Arizona,AZ,4,4013,"Maricopa County, AZ","Phoenix, AZ",Arizona District 06,115,406,85054,-111.9543636,33.66279924,10/25/2018,10/25/2018
Donor Network of Arizona,Mayo Clinic Hospital," Heart, Kidney, Liver, Pancreas, Vascularized Composite Allograft (VCA)",03P001,201 W Coolidge St,Phoenix,AZ,85013-2710,602-222-2200,AZMC,5777 E Mayo Blvd,Phoenix,85054,Pancreas,9,Region 9,Arizona,AZ,4,4013,"Maricopa County, AZ","Phoenix, AZ",Arizona District 06,115,406,85054,-111.9543636,33.66279924,10/25/2018,10/25/2018
Donor Network of Arizona,Mayo Clinic Hospital," Heart, Kidney, Liver, Pancreas, Vascularized Composite Allograft (VCA)",03P001,201 W Coolidge St,Phoenix,AZ,85013-2710,602-222-2200,AZMC,5777 E Mayo Blvd,Phoenix,85054,Liver,9,Region 9,Arizona,AZ,4,4013,"Maricopa County, AZ","Phoenix, AZ",Arizona District 06,115,406,85054,-111.9543636,33.66279924,10/25/2018,10/25/2018
Donor Network of Arizona,Mayo Clinic Hospital," Heart, Kidney, Liver, Pancreas, Vascularized Composite Allograft (VCA)",03P001,201 W Coolidge St,Phoenix,AZ,85013-2710,602-222-2200,AZMC,5777 E Mayo Blvd,Phoenix,85054,Heart,9,Region 9,Arizona,AZ,4,4013,"Maricopa County, AZ","Phoenix, AZ",Arizona District 06,115,406,85054,-111.9543636,33.66279924,10/25/2018,10/25/2018
Donor Network of Arizona,Mayo Clinic Hospital," Heart, Kidney, Liver, Pancreas, Vascularized Composite Allograft (VCA)",03P001,201 W Coolidge St,Phoenix,AZ,85013-2710,602-222-2200,AZMC,5777 E Mayo Blvd,Phoenix,85054,Vascularized Composite Allograft (VCA),9,Region 9,Arizona,AZ,4,4013,"Maricopa County, AZ","Phoenix, AZ",Arizona District 06,115,406,85054,-111.9543636,33.66279924,10/25/2018,10/25/2018
Donor Network of Arizona,St. Joseph's Hospital and Medical Center," Kidney, Liver, Lung",03P001,201 W Coolidge St,Phoenix,AZ,85013-2710,602-222-2200,AZSJ,350 W Thomas Rd,Phoenix,85013,Kidney,9,Region 9,Arizona,AZ,4,4013,"Maricopa County, AZ","Phoenix, AZ",Arizona District 07,115,407,85013,-112.0798099,33.48038354,10/25/2018,10/25/2018
Donor Network of Arizona,St. Joseph's Hospital and Medical Center," Kidney, Liver, Lung",03P001,201 W Coolidge St,Phoenix,AZ,85013-2710,602-222-2200,AZSJ,350 W Thomas Rd,Phoenix,85013,Liver,9,Region 9,Arizona,AZ,4,4013,"Maricopa County, AZ","Phoenix, AZ",Arizona District 07,115,407,85013,-112.0798099,33.48038354,10/25/2018,10/25/2018
Donor Network of Arizona,St. Joseph's Hospital and Medical Center," Kidney, Liver, Lung",03P001,201 W Coolidge St,Phoenix,AZ,85013-2710,602-222-2200,AZSJ,350 W Thomas Rd,Phoenix,85013,Lung,9,Region 9,Arizona,AZ,4,4013,"Maricopa County, AZ","Phoenix, AZ",Arizona District 07,115,407,85013,-112.0798099,33.48038354,10/25/2018,10/25/2018
Donor Network of Arizona,Banner University Medical Center-Tucson," Heart, Intestine, Kidney, Liver, Lung, Pancreas",03P001,201 W Coolidge St,Phoenix,AZ,85013-2710,602-222-2200,AZUA,1501 N Campbell Ave,Tucson,85724,Kidney,9,Region 9,Arizona,AZ,4,4019,"Pima County, AZ","Tucson, AZ",Arizona District 03,115,403,85724,-110.944135,32.240799,10/25/2018,10/25/2018
Donor Network of Arizona,Banner University Medical Center-Tucson," Heart, Intestine, Kidney, Liver, Lung, Pancreas",03P001,201 W Coolidge St,Phoenix,AZ,85013-2710,602-222-2200,AZUA,1501 N Campbell Ave,Tucson,85724,Pancreas,9,Region 9,Arizona,AZ,4,4019,"Pima County, AZ","Tucson, AZ",Arizona District 03,115,403,85724,-110.944135,32.240799,10/25/2018,10/25/2018
Donor Network of Arizona,Banner University Medical Center-Tucson," Heart, Intestine, Kidney, Liver, Lung, Pancreas",03P001,201 W Coolidge St,Phoenix,AZ,85013-2710,602-222-2200,AZUA,1501 N Campbell Ave,Tucson,85724,Liver,9,Region 9,Arizona,AZ,4,4019,"Pima County, AZ","Tucson, AZ",Arizona District 03,115,403,85724,-110.944135,32.240799,10/25/2018,10/25/2018
Donor Network of Arizona,Banner University Medical Center-Tucson," Heart, Intestine, Kidney, Liver, Lung, Pancreas",03P001,201 W Coolidge St,Phoenix,AZ,85013-2710,602-222-2200,AZUA,1501 N Campbell Ave,Tucson,85724,Intestine,9,Region 9,Arizona,AZ,4,4019,"Pima County, AZ","Tucson, AZ",Arizona District 03,115,403,85724,-110.944135,32.240799,10/25/2018,10/25/2018
Donor Network of Arizona,Banner University Medical Center-Tucson," Heart, Intestine, Kidney, Liver, Lung, Pancreas",03P001,201 W Coolidge St,Phoenix,AZ,85013-2710,602-222-2200,AZUA,1501 N Campbell Ave,Tucson,85724,Heart,9,Region 9,Arizona,AZ,4,4019,"Pima County, AZ","Tucson, AZ",Arizona District 03,115,403,85724,-110.944135,32.240799,10/25/2018,10/25/2018
Donor Network of Arizona,Banner University Medical Center-Tucson," Heart, Intestine, Kidney, Liver, Lung, Pancreas",03P001,201 W Coolidge St,Phoenix,AZ,85013-2710,602-222-2200,AZUA,1501 N Campbell Ave,Tucson,85724,Lung,9,Region 9,Arizona,AZ,4,4019,"Pima County, AZ","Tucson, AZ",Arizona District 03,115,403,85724,-110.944135,32.240799,10/25/2018,10/25/2018
Lifesharing - A Donate Life Organization,Rady Children's Hospital and Health Center," Heart, Kidney",05P001,7436 Mission Valley Rd,San Diego,CA,92108-4406,619-543-7225,CACH,3020 Childrens Way,San Diego,92123,Kidney,9,Region 9,California,CA,6,6073,"San Diego County, CA","San Diego, CA",California District 53,115,653,92123,-117.1507454,32.79636352,10/25/2018,10/25/2018
Lifesharing - A Donate Life Organization,Rady Children's Hospital and Health Center," Heart, Kidney",05P001,7436 Mission Valley Rd,San Diego,CA,92108-4406,619-543-7225,CACH,3020 Childrens Way,San Diego,92123,Heart,9,Region 9,California,CA,6,6073,"San Diego County, CA","San Diego, CA",California District 53,115,653,92123,-117.1507454,32.79636352,10/25/2018,10/25/2018
OneLegacy,Childrens Hospital Los Angeles," Heart, Intestine, Kidney, Liver, Pancreas",05P003,221 S Figueroa St Ste 500,Los Angeles,CA,90012-2526,213-229-5600,CACL,4650 W Sunset Blvd,Los Angeles,90027,Kidney,9,Region 9,California,CA,6,6037,"Los Angeles County, CA","Los Angeles, CA",California District 28,115,628,90027,-118.2906115,34.09807795,10/25/2018,10/25/2018
OneLegacy,Childrens Hospital Los Angeles," Heart, Intestine, Kidney, Liver, Pancreas",05P003,221 S Figueroa St Ste 500,Los Angeles,CA,90012-2526,213-229-5600,CACL,4650 W Sunset Blvd,Los Angeles,90027,Pancreas,9,Region 9,California,CA,6,6037,"Los Angeles County, CA","Los Angeles, CA",California District 28,115,628,90027,-118.2906115,34.09807795,10/25/2018,10/25/2018
OneLegacy,Childrens Hospital Los Angeles," Heart, Intestine, Kidney, Liver, Pancreas",05P003,221 S Figueroa St Ste 500,Los Angeles,CA,90012-2526,213-229-5600,CACL,4650 W Sunset Blvd,Los Angeles,90027,Liver,9,Region 9,California,CA,6,6037,"Los Angeles County, CA","Los Angeles, CA",California District 28,115,628,90027,-118.2906115,34.09807795,10/25/2018,10/25/2018
OneLegacy,Childrens Hospital Los Angeles," Heart, Intestine, Kidney, Liver, Pancreas",05P003,221 S Figueroa St Ste 500,Los Angeles,CA,90012-2526,213-229-5600,CACL,4650 W Sunset Blvd,Los Angeles,90027,Intestine,9,Region 9,California,CA,6,6037,"Los Angeles County, CA","Los Angeles, CA",California District 28,115,628,90027,-118.2906115,34.09807795,10/25/2018,10/25/2018
OneLegacy,Childrens Hospital Los Angeles," Heart, Intestine, Kidney, Liver, Pancreas",05P003,221 S Figueroa St Ste 500,Los Angeles,CA,90012-2526,213-229-5600,CACL,4650 W Sunset Blvd,Los Angeles,90027,Heart,9,Region 9,California,CA,6,6037,"Los Angeles County, CA","Los Angeles, CA",California District 28,115,628,90027,-118.2906115,34.09807795,10/25/2018,10/25/2018
OneLegacy,Cedars-Sinai Medical Center," Heart, Kidney, Liver, Lung",05P003,221 S Figueroa St Ste 500,Los Angeles,CA,90012-2526,213-229-5600,CACS,8700 Beverly Blvd,West Hollywood,90048,Kidney,9,Region 9,California,CA,6,6037,"Los Angeles County, CA","West Hollywood, CA",California District 28,115,628,90048,-118.3805615,34.07681049,10/25/2018,10/25/2018
OneLegacy,Cedars-Sinai Medical Center," Heart, Kidney, Liver, Lung",05P003,221 S Figueroa St Ste 500,Los Angeles,CA,90012-2526,213-229-5600,CACS,8700 Beverly Blvd,West Hollywood,90048,Liver,9,Region 9,California,CA,6,6037,"Los Angeles County, CA","West Hollywood, CA",California District 28,115,628,90048,-118.3805615,34.07681049,10/25/2018,10/25/2018
OneLegacy,Cedars-Sinai Medical Center," Heart, Kidney, Liver, Lung",05P003,221 S Figueroa St Ste 500,Los Angeles,CA,90012-2526,213-229-5600,CACS,8700 Beverly Blvd,West Hollywood,90048,Heart,9,Region 9,California,CA,6,6037,"Los Angeles County, CA","West Hollywood, CA",California District 28,115,628,90048,-118.3805615,34.07681049,10/25/2018,10/25/2018
OneLegacy,Cedars-Sinai Medical Center," Heart, Kidney, Liver, Lung",05P003,221 S Figueroa St Ste 500,Los Angeles,CA,90012-2526,213-229-5600,CACS,8700 Beverly Blvd,West Hollywood,90048,Lung,9,Region 9,California,CA,6,6037,"Los Angeles County, CA","West Hollywood, CA",California District 28,115,628,90048,-118.3805615,34.07681049,10/25/2018,10/25/2018
Lifesharing - A Donate Life Organization,Scripps Green Hospital," Kidney, Liver, Pancreas",05P001,7436 Mission Valley Rd,San Diego,CA,92108-4406,619-543-7225,CAGH,10666 N Torrey Pines Rd # 200N,La Jolla,92037,Kidney,9,Region 9,California,CA,6,6073,"San Diego County, CA","La Jolla, CA",California District 49,115,649,92037,-117.2417747,32.89640932,10/25/2018,10/25/2018
Lifesharing - A Donate Life Organization,Scripps Green Hospital," Kidney, Liver, Pancreas",05P001,7436 Mission Valley Rd,San Diego,CA,92108-4406,619-543-7225,CAGH,10666 N Torrey Pines Rd # 200N,La Jolla,92037,Pancreas,9,Region 9,California,CA,6,6073,"San Diego County, CA","La Jolla, CA",California District 49,115,649,92037,-117.2417747,32.89640932,10/25/2018,10/25/2018
Lifesharing - A Donate Life Organization,Scripps Green Hospital," Kidney, Liver, Pancreas",05P001,7436 Mission Valley Rd,San Diego,CA,92108-4406,619-543-7225,CAGH,10666 N Torrey Pines Rd # 200N,La Jolla,92037,Liver,9,Region 9,California,CA,6,6073,"San Diego County, CA","La Jolla, CA",California District 49,115,649,92037,-117.2417747,32.89640932,10/25/2018,10/25/2018
OneLegacy,City of Hope National Medical Center, Pancreas Islet,05P003,221 S Figueroa St Ste 500,Los Angeles,CA,90012-2526,213-229-5600,CAHP,1500 Duarte Rd,Duarte,91010,Pancreas Islet,9,Region 9,California,CA,6,6037,"Los Angeles County, CA","Duarte, CA",California District 32,115,632,91010,-117.9735599,34.13219254,10/25/2018,10/25/2018
OneLegacy,University of California Irvine Medical Center," Kidney, Pancreas",05P003,221 S Figueroa St Ste 500,Los Angeles,CA,90012-2526,213-229-5600,CAIM,101 The City Dr S,Orange,92868,Kidney,9,Region 9,California,CA,6,6059,"Orange County, CA","Orange, CA",California District 46,115,646,92868,-117.890709,33.78700854,10/25/2018,10/25/2018
OneLegacy,University of California Irvine Medical Center," Kidney, Pancreas",05P003,221 S Figueroa St Ste 500,Los Angeles,CA,90012-2526,213-229-5600,CAIM,101 The City Dr S,Orange,92868,Pancreas,9,Region 9,California,CA,6,6059,"Orange County, CA","Orange, CA",California District 46,115,646,92868,-117.890709,33.78700854,10/25/2018,10/25/2018
OneLegacy,Harbor UCLA Medical Center," Kidney, Pancreas Islet",05P003,221 S Figueroa St Ste 500,Los Angeles,CA,90012-2526,213-229-5600,CALA,1000 W Carson St,Torrance,90502,Kidney,9,Region 9,California,CA,6,6037,"Los Angeles County, CA","Torrance, CA",California District 43,115,643,90502,-118.293532,33.83154754,10/25/2018,10/25/2018
OneLegacy,Harbor UCLA Medical Center," Kidney, Pancreas Islet",05P003,221 S Figueroa St Ste 500,Los Angeles,CA,90012-2526,213-229-5600,CALA,1000 W Carson St,Torrance,90502,Pancreas Islet,9,Region 9,California,CA,6,6037,"Los Angeles County, CA","Torrance, CA",California District 43,115,643,90502,-118.293532,33.83154754,10/25/2018,10/25/2018
OneLegacy,Loma Linda University Medical Center," Heart, Kidney, Liver, Pancreas",05P003,221 S Figueroa St Ste 500,Los Angeles,CA,90012-2526,213-229-5600,CALL,Barton Rd,Loma Linda,92354,Kidney,9,Region 9,California,CA,6,6071,"San Bernardino County, CA","Loma Linda, CA",California District 31,115,631,92354,-117.2512844,34.04806351,10/25/2018,10/25/2018
OneLegacy,Loma Linda University Medical Center," Heart, Kidney, Liver, Pancreas",05P003,221 S Figueroa St Ste 500,Los Angeles,CA,90012-2526,213-229-5600,CALL,Barton Rd,Loma Linda,92354,Pancreas,9,Region 9,California,CA,6,6071,"San Bernardino County, CA","Loma Linda, CA",California District 31,115,631,92354,-117.2512844,34.04806351,10/25/2018,10/25/2018
OneLegacy,Loma Linda University Medical Center," Heart, Kidney, Liver, Pancreas",05P003,221 S Figueroa St Ste 500,Los Angeles,CA,90012-2526,213-229-5600,CALL,Barton Rd,Loma Linda,92354,Liver,9,Region 9,California,CA,6,6071,"San Bernardino County, CA","Loma Linda, CA",California District 31,115,631,92354,-117.2512844,34.04806351,10/25/2018,10/25/2018
OneLegacy,Loma Linda University Medical Center," Heart, Kidney, Liver, Pancreas",05P003,221 S Figueroa St Ste 500,Los Angeles,CA,90012-2526,213-229-5600,CALL,Barton Rd,Loma Linda,92354,Heart,9,Region 9,California,CA,6,6071,"San Bernardino County, CA","Loma Linda, CA",California District 31,115,631,92354,-117.2512844,34.04806351,10/25/2018,10/25/2018
Donor Network West,UCSF Medical Center at Mission Bay," Heart, Kidney, Liver, Pancreas",05P005,12667 Alcosta Blvd Ste 500,San Ramon,CA,94583-4427,888-570-9400,CAMB,1975 4th St,San Francisco,94143,Kidney,9,Region 9,California,CA,6,6075,"San Francisco County, CA","San Francisco, CA",California District 12,115,612,94143,-122.3904234,37.76522187,10/25/2018,10/25/2018
Donor Network West,UCSF Medical Center at Mission Bay," Heart, Kidney, Liver, Pancreas",05P005,12667 Alcosta Blvd Ste 500,San Ramon,CA,94583-4427,888-570-9400,CAMB,1975 4th St,San Francisco,94143,Pancreas,9,Region 9,California,CA,6,6075,"San Francisco County, CA","San Francisco, CA",California District 12,115,612,94143,-122.3904234,37.76522187,10/25/2018,10/25/2018
Donor Network West,UCSF Medical Center at Mission Bay," Heart, Kidney, Liver, Pancreas",05P005,12667 Alcosta Blvd Ste 500,San Ramon,CA,94583-4427,888-570-9400,CAMB,1975 4th St,San Francisco,94143,Liver,9,Region 9,California,CA,6,6075,"San Francisco County, CA","San Francisco, CA",California District 12,115,612,94143,-122.3904234,37.76522187,10/25/2018,10/25/2018
Donor Network West,UCSF Medical Center at Mission Bay," Heart, Kidney, Liver, Pancreas",05P005,12667 Alcosta Blvd Ste 500,San Ramon,CA,94583-4427,888-570-9400,CAMB,1975 4th St,San Francisco,94143,Heart,9,Region 9,California,CA,6,6075,"San Francisco County, CA","San Francisco, CA",California District 12,115,612,94143,-122.3904234,37.76522187,10/25/2018,10/25/2018
Donor Network West,Lucile Salter Packard Children's Hospital at Stanford," Heart, Intestine, Kidney, Liver, Lung, Pancreas",05P005,12667 Alcosta Blvd Ste 500,San Ramon,CA,94583-4427,888-570-9400,CAPC,725 Welch Rd,Palo Alto,94304,Kidney,9,Region 9,California,CA,6,6085,"Santa Clara County, CA","Palo Alto, CA",California District 18,115,618,94304,-122.1747674,37.43729902,10/25/2018,10/25/2018
Donor Network West,Lucile Salter Packard Children's Hospital at Stanford," Heart, Intestine, Kidney, Liver, Lung, Pancreas",05P005,12667 Alcosta Blvd Ste 500,San Ramon,CA,94583-4427,888-570-9400,CAPC,725 Welch Rd,Palo Alto,94304,Pancreas,9,Region 9,California,CA,6,6085,"Santa Clara County, CA","Palo Alto, CA",California District 18,115,618,94304,-122.1747674,37.43729902,10/25/2018,10/25/2018
Donor Network West,Lucile Salter Packard Children's Hospital at Stanford," Heart, Intestine, Kidney, Liver, Lung, Pancreas",05P005,12667 Alcosta Blvd Ste 500,San Ramon,CA,94583-4427,888-570-9400,CAPC,725 Welch Rd,Palo Alto,94304,Liver,9,Region 9,California,CA,6,6085,"Santa Clara County, CA","Palo Alto, CA",California District 18,115,618,94304,-122.1747674,37.43729902,10/25/2018,10/25/2018
Donor Network West,Lucile Salter Packard Children's Hospital at Stanford," Heart, Intestine, Kidney, Liver, Lung, Pancreas",05P005,12667 Alcosta Blvd Ste 500,San Ramon,CA,94583-4427,888-570-9400,CAPC,725 Welch Rd,Palo Alto,94304,Intestine,9,Region 9,California,CA,6,6085,"Santa Clara County, CA","Palo Alto, CA",California District 18,115,618,94304,-122.1747674,37.43729902,10/25/2018,10/25/2018
Donor Network West,Lucile Salter Packard Children's Hospital at Stanford," Heart, Intestine, Kidney, Liver, Lung, Pancreas",05P005,12667 Alcosta Blvd Ste 500,San Ramon,CA,94583-4427,888-570-9400,CAPC,725 Welch Rd,Palo Alto,94304,Heart,9,Region 9,California,CA,6,6085,"Santa Clara County, CA","Palo Alto, CA",California District 18,115,618,94304,-122.1747674,37.43729902,10/25/2018,10/25/2018
Donor Network West,Lucile Salter Packard Children's Hospital at Stanford," Heart, Intestine, Kidney, Liver, Lung, Pancreas",05P005,12667 Alcosta Blvd Ste 500,San Ramon,CA,94583-4427,888-570-9400,CAPC,725 Welch Rd,Palo Alto,94304,Lung,9,Region 9,California,CA,6,6085,"Santa Clara County, CA","Palo Alto, CA",California District 18,115,618,94304,-122.1747674,37.43729902,10/25/2018,10/25/2018
Donor Network West,California Pacific Medical Center," Heart, Kidney, Liver, Pancreas",05P005,12667 Alcosta Blvd Ste 500,San Ramon,CA,94583-4427,888-570-9400,CAPM,2333 Buchanan St,San Francisco,94115,Kidney,9,Region 9,California,CA,6,6075,"San Francisco County, CA","San Francisco, CA",California District 12,115,612,94115,-122.4308562,37.79067725,10/25/2018,10/25/2018
Donor Network West,California Pacific Medical Center," Heart, Kidney, Liver, Pancreas",05P005,12667 Alcosta Blvd Ste 500,San Ramon,CA,94583-4427,888-570-9400,CAPM,2333 Buchanan St,San Francisco,94115,Pancreas,9,Region 9,California,CA,6,6075,"San Francisco County, CA","San Francisco, CA",California District 12,115,612,94115,-122.4308562,37.79067725,10/25/2018,10/25/2018
Donor Network West,California Pacific Medical Center," Heart, Kidney, Liver, Pancreas",05P005,12667 Alcosta Blvd Ste 500,San Ramon,CA,94583-4427,888-570-9400,CAPM,2333 Buchanan St,San Francisco,94115,Liver,9,Region 9,California,CA,6,6075,"San Francisco County, CA","San Francisco, CA",California District 12,115,612,94115,-122.4308562,37.79067725,10/25/2018,10/25/2018
Donor Network West,California Pacific Medical Center," Heart, Kidney, Liver, Pancreas",05P005,12667 Alcosta Blvd Ste 500,San Ramon,CA,94583-4427,888-570-9400,CAPM,2333 Buchanan St,San Francisco,94115,Heart,9,Region 9,California,CA,6,6075,"San Francisco County, CA","San Francisco, CA",California District 12,115,612,94115,-122.4308562,37.79067725,10/25/2018,10/25/2018
OneLegacy,Riverside Community Hospital, Kidney,05P003,221 S Figueroa St Ste 500,Los Angeles,CA,90012-2526,213-229-5600,CARC,4445 Magnolia Ave,Riverside,92501,Kidney,9,Region 9,California,CA,6,6065,"Riverside County, CA","Riverside, CA",California District 41,115,641,92501,-117.3801659,33.97592159,10/25/2018,10/25/2018
Lifesharing - A Donate Life Organization,University of California San Diego Medical Center," Heart, Kidney, Liver, Lung, Pancreas",05P001,7436 Mission Valley Rd,San Diego,CA,92108-4406,619-543-7225,CASD,200 W Arbor Dr,San Diego,92103,Kidney,9,Region 9,California,CA,6,6073,"San Diego County, CA","San Diego, CA",California District 53,115,653,92103,-117.165551,32.75379752,10/25/2018,10/25/2018
Lifesharing - A Donate Life Organization,University of California San Diego Medical Center," Heart, Kidney, Liver, Lung, Pancreas",05P001,7436 Mission Valley Rd,San Diego,CA,92108-4406,619-543-7225,CASD,200 W Arbor Dr,San Diego,92103,Pancreas,9,Region 9,California,CA,6,6073,"San Diego County, CA","San Diego, CA",California District 53,115,653,92103,-117.165551,32.75379752,10/25/2018,10/25/2018
Lifesharing - A Donate Life Organization,University of California San Diego Medical Center," Heart, Kidney, Liver, Lung, Pancreas",05P001,7436 Mission Valley Rd,San Diego,CA,92108-4406,619-543-7225,CASD,200 W Arbor Dr,San Diego,92103,Liver,9,Region 9,California,CA,6,6073,"San Diego County, CA","San Diego, CA",California District 53,115,653,92103,-117.165551,32.75379752,10/25/2018,10/25/2018
Lifesharing - A Donate Life Organization,University of California San Diego Medical Center," Heart, Kidney, Liver, Lung, Pancreas",05P001,7436 Mission Valley Rd,San Diego,CA,92108-4406,619-543-7225,CASD,200 W Arbor Dr,San Diego,92103,Heart,9,Region 9,California,CA,6,6073,"San Diego County, CA","San Diego, CA",California District 53,115,653,92103,-117.165551,32.75379752,10/25/2018,10/25/2018
